"Name", "Rating", "Description"
"Desktop Anions Air Purifier, USB Simulation Plant Pot Home Office Desk Creative Anion Air Purifier for Haze PM2.5 Removal","none","Efficient removal of air pollutant, 8,000,000pcs/cm³ negative oxygen ions are released to purify air.
By releasing high concentration of oxygen anions, it can effectively remove a variety of floating pollutant in the air such as dust, pollen, smoke and PM2.5.
USB powered for more convenient use and high quality material is durable and ensures long service life.
Negative ions are generated by ionization, negative oxygen ions and dust, smoke and PM2.5 pollutant in the air attract and combine with each other. The pollutant collect and settle to the ground to avoid human inhalation.
Artificial simulation plant pot decoration, it will be a nice table decoration at home and office desk while efficiently removing air pollutant.
Warranty not applicable for this product
"
"Negative Ion Air Purifier, USB Anion Air Purifier Freshener Air Cleaner Mist PM2.5 Formaldehyde Odor Remover for Car Home Office","none","Made of high quality ABS and aluminum alloy material, long service life.
Low noise, no disturbance, less than 30dB operates quietly, no matter you are working or sleeping, you can enjoy the fresh air quietly.
There are two USB interfaces on the car air purifier, so you can still charge your devices while the purifier working.
Negative ion function, can effectively capture static electricity, reduce computer radiation, improve air comfort.
It can remove haze PM2.5, odor, formaldehyde, smoke smell and kill bacteriums.
Warranty not applicable for this product
"
"Negative Ion Generator Air Purifier, Multifunction Mini Solar Power Negative Ion Air Purifier Cleaner Filter Home Car Use","none","Compact size and light weight, delicate appearance, can be a great gift fo friends and family.
Made of quality ABS material, safe and eco-friendly, stable and durable.
Negative ion generator, dispel peculiar smell and accelerate purification.
Suitable for living room, bedroom, kitchen, bathroom, office, car etc.
Deep filtration structure, remove bacteria, deep purification, offer you comfortable and healthy living condition.
Warranty not applicable for this product
"
"USB Air Purifier, Portable Car Home Anion Air Purifier Ultrasonic Mite Remover Odor Second-Hand Smoke Removal","none","Ultrasound effectively stimulates the nervous and auditory systems of mites in the area under control, making it painful, fearful and uncomfortable, loss of appetite, no eating and die.
The four feet at the bottom use non-slip pad to prevent the air purifier from slipping off while the car is driving, practical to use.
This car air purifier can be used for removing second-hand smoke and odor, purifying the air in the car and ultrasonic mite removal.
It can be powered by a mobile phone charger when used at home, and it can be directly plugged into the car charger USB socket in the car.
Adopts curved shape to prevent children from hurt and one button on/off ensures easy operation, which is more convenient to use.
Warranty not applicable for this product
"
"Deodorant Air Purifier, Portable Negative Oxygen Ion Air Purifier Ozone Deodorizer Formaldehyde Removal for Home Car(Blue White)","none","Working principle: negative oxygen ions and dust, smoke, PM2.5 pollutant in the air attract and combine with each other, and settle to the ground to avoid human inhalation.
Two working modes, normal mode and enhanced mode, to meet the purification needs of different occasion.
Powerful sterilization, eliminate bad smell, decompose formaldehyde TVOC and remove smoke PM2.5.
Three-in-one deodorant, remove bacteria and formaldehyde, providing you with a healthy environment.
Wide range of application, suitable for living roo, shoes cabinet, bedroom, bathroom, car, refrigerator, etc.
Warranty not applicable for this product
"
"Sharp Air Purifying Humidifier KC-G40M-W (White, Coverage 300 Sq Ft) & Car Air Purifier IG-DC2E-B Standard Promo Combo","none","[KC-G40M-W] High CADR of 306 cu m per hr
[KC-G40M-W] Specially charged HEPA & PANDAA filter with life of up to 5 years
[KC-G40M-W] Washable fine-mesh PM10 pre-filter
[IG-DC2E-B] No filter replacement ever required, just "plug & play"
1 year on-site warranty from date of purchase
"
"Air Frog Canton Air Purifier With HEPA Filter and Wireless Charger (Blue)","none","Type : Air Purifier with mobile phone wireless charger
Charging current : 2000 (mA)
Interface : USB
Indicator : Indicating Function
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","3.6 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators.
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation.
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"Air Frog Aliento Car Air Purifier With Pre-filters, Activated Carbon Filter, HEPA Filter & Aroma Diffuser (White)","none","Clean Air Delivery Rate (CADR): 12 cubic meter / hr – 15 cubic meter / hr
Sensor: Auto Odor Sensor. Activated oxygen atoms kills odors tobacco.
Air Quality Indicator: Red for bad, Blue for medium, green for great
Fan Speed: Auto Control. Area Cover: 20 Sq. ft.
Negative Ions: 12milion / cc, Power Consumption: 6W, Voltage: 12V DC
"
"Air Frog Ultimo Wireless Charger with low energy consumption, high efficiency and no radiation. (Golden)","none","Type : Mobile Phone charger
Charging current : 1000 (mA)
Interface : USB
Indicator : Indicating Function
"
"Air Frog Calipso Air Purifier with the combined power of ionizer and aroma diffuser. (White)","none","Negative ion : 6million/cc
Great battery capacity : 1200mAH
Solar charger
One touch start
Adjustable spraying speed
"
"Air Frog Aura Aroma Diffuser With Humidifier, portable, 99% more efficient in filtering bacteria.","none","99% more efficient in filtering bacteria. M
Portable, USB powered, Auto off.
Powered by AAA battery
Can work for more than 24 hours with just one bottle
Adjustable timer. Low Noise.
"
"Hospital ENT Medical Portable High Air purifier for air cleaning with warranty","none",""
"Vaayu Organic 500 Grams Air Purifier Bag made of Activated Charcoal for Living Rooms, Bed Rooms and Office Spaces.","none","FRESH HOME – Imagine the smell of fresh air inside your living room. Vaayu Organic air purifying bags will leave the sensation of a breeze in any room you want. All the smells are absorbed so you can enjoy those moments in your home to the fullest.
ACTIVATED CHARCOAL – The porous structure of activated charcoal effectively eliminates odors by absorbing moisture in the air, ridding your home of persistent smells including cigarette smoke or pet odours.
SUPPORTS NATURE – Our air purifying bags are 100% nature product and last up to 18 months. For disposal we recommend simply cutting the pouches and spreading the charcoal into the ground. We care about our planet, which is why our products are fragrance-free.
EXCLUSIVE DESIGN – We design our bags to blend in with most environments.Vaayu Organic air purifying bags carry a minimalistic theme with earthy colours, adding to a calm and harmonious atmosphere in your home.
BEST PRESENT FOR HOME Are you searching for a nature fresh Diwali Present for your family and friends? This air purifying bags prevents mold, mildew and bacteria from forming by absorbing excess moisture. Makes the air smell fresher by absorbing the bad odors, allergens and harmful pollutant. Keeping people and pets safe from harmful residues
"
"Vitairtech HEPA, Active Carbon, Multi Layer Filter Home Air Purifier (KJ2125F-150)","none","advanced HEPA filters for P 2.5
Level 2 activated carbon layer
Cold catalyst filter layer for Bacteria and Formaldehyde removal
20 million negative ions for fresh air
Speed adjust With 3 wind speed adjustments
"
"BOLANI Car Air Purifier with HEPA Filter with Activated Carbon+Ionizer for Car, Office Desk or Small Bedroom","4.0 out of 5 stars","BOLANIs Car Air Purifier, Royal Look Design, comes with High Grade HEPA Filter with Activated Carbon. Filters meeting the HEPA standard require that a HEPA Air Filter must remove, from air that passes through, at atleast 99.95% or 99.97% of Particles. It releases 5 million Negative Oxygen Ions which helps to reduce Stress & Depression & makes mood Fresh & Happy.
BOLANI’s Car Air Purifier is helps to reduce Dust, Smoke, Allergens, Vehicle exhaust, Odors, PM2.5, Formaldehyde etc thereby providing a Pure & Fresh, Safe & Healthy Air for Breathing at Particular Space like Car, Office Desk, Small Bedroom etc.
Running sound is less than 40dB as low noise which provides comfort & quiet sleeping environment in car or in Bedroom. It can be used in all kinds of Cars – Small to SUVs.
It has Powerful performance with CADR (Clean Air Delivery Rate) of 12 Cu m/hr. The higher the CADR value, the higher the purification efficiency of the Air Purifier. It has a High Quality 360 degree Triple Layer Filter: Primary Filter, HEPA Filter and Anti-Bacterial Filter. It has a Sponge Aroma Pad space on the Top of the Filter.
BOLANIs Car Air Purifier Operates in Three Manual Mode as Green, Yellow & Red light(Details are described in User Manual). BOLANIs Car Air Purifier comes with 1 Year Warranty. Our Technical Support team is always with you for any Queries related to Warranty & Filter Replacement.
"
"TruSens Z-2000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Medium)","3.8 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"Sharp Air Purifier for Homes & Offices | Dual Purification - ACTIVE (Plasmacluster Technology) & PASSIVE FILTERS (True HEPA H14+Carbon+Pre-Filter) | Captures 99.97% of Impurities | Model:FP-F40E-W | White","4.4 out of 5 stars","JAPANESE QUALITY PRODUCTS – Sharp has sold 8 crore products worldwide, equipped with Plasmacluster technology and have been known to provide only original products with advanced Japanese technologies. As a part of our global commitment, Sharp confirm to supply spares and consumables (all replacement filters) for a period of 5 years after the product is discontinued in India.
DUAL PURIFICATION – Sharp Air purifier works on dual purification mode. This indoor air purifier has inbuilt Plasmacluster technology which is certified by 31 global labs and combination of three Passive filters i.e. Highest Grade H14 HEPA Filter, Voluminous Granular Active Carbon Filter and a Pre-Filter that purifies the air with its unique 20° airflow to cover the entire room.
ELEGANT DESIGN – The Sharp Air Purifier is designed in Japan and manufactured under strict quality control to ensure that the product compliments the look & feel required for your bedrooms or living spaces. Sharp certified as JAPAN & ASEAN NO. 1 by Euromonitor International Limited, 2018 brand helps reduces the intake of various toxins & pollutants with every breath.
INCREASED EFFICIENCY – This Air Purifier has superior purifying efficiency as it can clean and purify the air four times in one hour in a room of 200 square feet space. It is suitable for 24 x 7 x 365 days operation and can work full day without any interruptions even in case of non-ventilated room.
BEST IN CLASS FEATURES – Sharp air purifier offers highest grade materials made of ABS material to ensure safety for the users. It has a special HAZE function for Indian conditions. It also has an Auto-restart option, Auto and Manual modes, Dust & Odour sensor & low noise level. These features make this product an ideal choice for homes and thereby saving energy and electricity.
"
"Sharp Air Purifier for Homes & Offices | Dual Purification - ACTIVE (Plasmacluster Technology) & PASSIVE FILTERS (True HEPA H14+Carbon+Pre-Filter) | Captures 99.97% of Impurities | Model:FP-F40E-W | White","4.4 out of 5 stars","JAPANESE QUALITY PRODUCTS – Sharp has sold 8 crore products worldwide, equipped with Plasmacluster technology and have been known to provide only original products with advanced Japanese technologies. As a part of our global commitment, Sharp confirm to supply spares and consumables (all replacement filters) for a period of 5 years after the product is discontinued in India.
DUAL PURIFICATION – Sharp Air purifier works on dual purification mode. This indoor air purifier has inbuilt Plasmacluster technology which is certified by 31 global labs and combination of three Passive filters i.e. Highest Grade H14 HEPA Filter, Voluminous Granular Active Carbon Filter and a Pre-Filter that purifies the air with its unique 20° airflow to cover the entire room.
ELEGANT DESIGN – The Sharp Air Purifier is designed in Japan and manufactured under strict quality control to ensure that the product compliments the look & feel required for your bedrooms or living spaces. Sharp certified as JAPAN & ASEAN NO. 1 by Euromonitor International Limited, 2018 brand helps reduces the intake of various toxins & pollutants with every breath.
INCREASED EFFICIENCY – This Air Purifier has superior purifying efficiency as it can clean and purify the air four times in one hour in a room of 200 square feet space. It is suitable for 24 x 7 x 365 days operation and can work full day without any interruptions even in case of non-ventilated room.
BEST IN CLASS FEATURES – Sharp air purifier offers highest grade materials made of ABS material to ensure safety for the users. It has a special HAZE function for Indian conditions. It also has an Auto-restart option, Auto and Manual modes, Dust & Odour sensor & low noise level. These features make this product an ideal choice for homes and thereby saving energy and electricity.
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"Air Purifier with Green Lemongrass Aroma Diffuser Set","none",""
"RB-606A Air Revitalizer Portable Room Air Purifier","none","Coverage area: 750 sq. ft., suitable for bedroom / living room (medium) / office conference room
An environment friendly purification method, aroma is spread quietly and effectively through an inbuilt fan.
Neutralizes stale and foul odour rapidly and supplies fresh air. Extremely silent operation.
Relieves stress & fatigue.
Effectively repels insects. Effectively reduces & controls growth of fungi.
"
"Air Purifier, Exquisite Portable Low Consumption Low Noise for Bedroom Office Desk Freshener Purifier (#1-#1)","none","With bluish purple light to create romance atmosphere easily
It adopts negative ion purification technology, with 3 layers replaceable filter meshes, easy to maintain
Compact, exquisite and stylish, suitable for car, bedroom and office desk to purify air
Premium motor ensures low consumption, long lifespan, fast blow rate and low noise
Helps to remove PM2.5.
Warranty not applicable for this product
"
"RAVIMITTAL Car Air Purifier, Travel USB Auto Air Cleaner with Sedan Air Freshener","none","Three-stage filtering process that eliminates up to 99% of harmful gases, smoke, bacteria, odors, dust, pollen, pet hair, and other particles from the vehicle
Captures 99% of allergens, the car air purifier with (high efficiency particulate air filter)
With activated carbon treatment removes of formaldehyde within one hour more than 99%.Reduces odors from pets, cooking and smoking with this activated carbon
"
"Leoie Home DIY Power Fan Assembly Dehaze Dehyde Deodorization Filter Element for Air Purifier","none","-- Easy to use, with wide voltage, safe to operate, long lasting.
-- Dehaze dehyde deodorization filter element.
-- Home DIY power fan assembly dehaze dehyde deodorization filter element.
Warranty not applicable for this product
"
"EARTH CONNECT Activated Coconut Charcoal Natural Air Purifier for Pet Care 200g, Wood Brown","none","Eco Friendly , Non-Electric , Activated Charcoal Air Purifier
Earth Friendly & Cost effective
No electricity needed. So you don’t need to worry about charging
Safely removes bad smell, pollutants, allergens, prevents mold & mildew
Non-toxic, no chemicals used
"
"Yash Ultra Series HD Vision Unisex Wrap Arounds Day Night Sun Glasses UV Protected (Pack of Two) Black and Yellow Glass","none","HD Vision Wraparounds let you see with enhanced colour and clarity just like high definition TVs and at the fraction of glasses
Plastic frame, anti-reflective lens, polarized. Size : Lens width: 66 millimeters, Lens height: 42 millimeters
WRAP AROUND STYLE NIGHT VISION GLASSES- Excellent ergonomic design & Lense for Night Driving Vision, It Can Improve the Brightness When Driving at Night & on Cloudy Days , Which is Suitable for Many Situations. Meanwhile, It’s specially designed for wearing over prescription eyewear, It easily fit over your regular glasses, such as Rx Glasses/ Myopic Glasses/ Reading Glasses.
YELLOW FILTER LENSES - The biggest feature of the yellow lens is that it absorbs most of the blue light. When the yellow lens absorbs the blue light, it can enhances clarity at night and decrease eye fatigue and increases comfort.
These trendy and attractive HD Vision Wraparounds are best for those who travel a lot and people who have an adventurous day in this concrete jungle.
"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","3.6 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators.
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation.
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"TruSens Z-1000 Air Purifier | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Small)","3.7 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, voc gases and microscopic particles with our 4 levels of purification
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room Proven to be 24% more efficient
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
From quiet speed to Turbo cleaning mode, the Z-1000 has been carefully optimized to deliver cleaner air
TRUSENS: Simple is smart Simple is clear Simple makes sense Designing products that work better for you and fit into your lifestyle is important to us It’s what keeps us moving forward
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"Aryshaa Mini Auto Car Fresh Air Ionic Purifier Oxygen Bar Ozone Ionizer Cleaner in Multicolor.(Pack of 1)","none","The strongest car interior accessory releases 3.8 million negative ions per cm³ in your car for massive odor-fighting power.
Car air purifier produces negative ions that actually improve the air quality by destroying odor-causing particulates from the air, rather than simply covering up the smells like perfume.
Measurable and controllable quantity of negative oxygen ions, this compact unit destroys bad odor effectively getting rid of smoke smell and other stale odors, neutralizes contaminants like mold, bacteria and viruses purifying the environment helping you breathe easier.
Please note: the voltage should be no higher than 12V before you use our car air purifier. Plug directly into the 12v cigarette outlet. Cool Automotive Accessories.
Easy to use
"
"Aryshaa Ionizer Air Purifier Negative Ionizer Timing Quiet Activated Carbon Air Filter for Home and Office in Multicolor.(Pack of 1)","none","The strongest car interior accessory releases 3.8 million negative ions per cm³ in your car for massive odor-fighting power.
Car air purifier produces negative ions that actually improve the air quality by destroying odor-causing particulates from the air, rather than simply covering up the smells like perfume.
Measurable and controllable quantity of negative oxygen ions, this compact unit destroys bad odor effectively getting rid of smoke smell and other stale odors, neutralizes contaminants like mold, bacteria and viruses purifying the environment helping you breathe easier.
Please note: the voltage should be no higher than 12V before you use our car air purifier. Plug directly into the 12v cigarette outlet. Cool Automotive Accessories.
Easy to use
"
"PureIN Mini Air Purifier for Home, Office and Car | Portable Air Ionizer","none","Air Cleaner for Home,Office,Room | Portable Air Ionizer Remove Air Pollutant & Allergen Smoke, Dust, Pollen, PM2.5, Breathe Fresh
Removes bacteria and allergens from air
Generates negative ions which are beneficial for health
BENEFITS Breathing ions have a relaxing effect normalize your breathing rate, decrease blood pressure
MAINTENANCE FREE. No filter. No watering. Quiet, Ease to use via USB charger port USB cord Included.
"
"Vaayu Organic 500 Grams Air Purifier Bag made of Activated Charcoal for Living Rooms, Bed Rooms and Office Spaces Teal Colour","none","FRESH HOME, OFFICE and CAR– Imagine the smell of fresh air inside your living room. Vaayu Organic air purifying bags will leave the sensation of a breeze in any room you want. All the smells are absorbed so you can enjoy those moments in your home to the fullest.
ACTIVATED CHARCOAL – The porous structure of activated charcoal effectively eliminates odors by absorbing moisture in the air, ridding your home of persistent smells including cigarette smoke or pet odours.
SUPPORTS NATURE – Our air purifying bags are 100% nature product and last up to 18 months. For disposal we recommend simply cutting the pouches and spreading the charcoal into the ground. We care about our planet, which is why our products are fragrance-free.
EXCLUSIVE DESIGN – We design our bags to blend in with most environments. Vaayu Organic air purifying bags carry a minimalistic theme with earthy colours, adding to a calm and harmonious atmosphere in your home.
BEST GIFTING FOR HOME Are you searching for a nature fresh Diwali, New Year, House Warming Gift for your family and friends? This air purifying bags prevents mold, mildew and bacteria from forming by absorbing excess moisture. Makes the air smell fresher by absorbing the bad odors, allergens and harmful pollutant. Keeping people and pets safe from harmful residues.
"
"Quiet Electric Air Purifier, Multifunction USB Intelligent Negative Ion Air Purifier Cleaner Filter Dust Cigarette Smoke Removal(Blackish Green)","none","Suitable for living room, bedroom, kitchen, bathroom, office, car etc.
Quiet noise reduction technology, more quiet, sleeping purification, give you a comfort place to work or rest.
Made of quality ABS material, safe and eco-friendly, stable and durable.
It can be used to purify dust particles, PM2.5 haze, formaldehyde, damp and musty smell, pet odor, second-hand smoke.
Negative ion generator, dispel peculiar smell and accelerate purification.
Warranty not applicable for this product
"
"Oleander Stylish Design Air Purifier Bulb Humidfier","none","Purify: neutralizes static, reduce infection of skin.
Humidify: Humidify the air in the room during summer and winter, refreshes the quality of air we breathe.
Decoration: Choose the light you like to make the room romantic and happy, smells nice.
"
"USB Port Devices 160 Degree Rotatable Head Best Humidifier for Car","none","fragnance with 180 Degree Rotation to Make Full Humidification. Ultrasonic Atomization Technology
Suitable for cigarette lighter in different of the vehicle
Fill water with 2-3 drop of car aroma fragrance perfume.
Enjoy original Aromatherapy & Make your car spa with pure fragrance
Working Voltage: DC 12V &USB Output Current: 130mA-150mA Power: 1.5W-2W & Water tank capacity: 50ML.
"
"Vaayu Organic 200 gms Organic Air Purifier made of Activated Charcoal for Washrooms, Kitchen, Play Area, Study Rooms and Small Offices","none","FRESH HOME – Imagine the smell of fresh air inside your living room. Vaayu Organic air purifying bags will leave the sensation of a breeze in any room you want. All the smells are absorbed so you can enjoy those moments in your home to the fullest.
ACTIVATED CHARCOAL – The porous structure of activated charcoal effectively eliminates odors by absorbing moisture in the air, ridding your home of persistent smells including cigarette smoke or pet odours.
SUPPORTS NATURE – Our air purifying bags are 100% nature product and last up to 18 months. For disposal we recommend simply cutting the pouches and spreading the charcoal into the ground. We care about our planet, which is why our products are fragrance-free.
EXCLUSIVE DESIGN – We design our bags to blend in with most environments.Vaayu Organic air purifying bags carry a minimalistic theme with earthy colours, adding to a calm and harmonious atmosphere in your home.
BEST PRESENT FOR HOME Are you searching for a nature fresh Diwali Present for your family and friends? This air purifying bags prevents mold, mildew and bacteria from forming by absorbing excess moisture. Makes the air smell fresher by absorbing the bad odors, allergens and harmful pollutant. Keeping people and pets safe from harmful residues
"
"TruSens Z-2000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Medium)","3.8 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
